Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
9/3/2016,3,2,5,6,7,6,5,1,7,10,3,6,10,8,1,7,8,2,3,6,21 to 35,Female,86
9/3/2016,4,2,7,3,7,4,6,3,5,3,6,4,9,8,2,1,5,5,6,6,21 to 35,Female,86
9/4/2016,1,4,5,7,10,10,4,5,5,4,0,4,3,8,0,0,8,8,1,7,Less than 20,Female,86
9/13/2016,1,2,10,7,8,5,3,4,6,7,2,6,3,7,1,1,10,3,4,4,21 to 35,Male,86
9/14/2016,4,4,10,2,2,3,6,1,10,8,1,4,10,8,0,3,9,5,0,10,21 to 35,Female,86
9/21/2016,5,2,5,7,10,6,3,2,5,7,6,2,0,8,0,3,5,10,5,5,21 to 35,Male,86
9/27/2016,4,3,10,5,4,10,2,2,8,7,2,3,2,8,3,2,8,6,8,5,21 to 35,Male,86
10/9/2016,3,3,8,7,3,10,2,5,9,7,2,8,6,6,2,4,5,3,8,3,21 to 35,Female,86
10/12/2016,1,3,1,5,5,10,5,1,10,7,4,5,4,9,3,1,7,7,7,5,21 to 35,Female,86
10/15/2016,4,1,5,5,2,6,3,0,5,5,1,8,10,8,0,0,9,4,2,10,21 to 35,Male,86
10/15/2016,5,4,5,5,10,1,3,5,9,6,4,6,1,9,0,1,7,3,2,10,51 or more,Female,86
10/21/2016,3,4,5,6,6,10,6,5,8,6,1,3,10,8,5,5,7,10,1,5,36 to 50,Female,86
10/24/2016,3,1,2,2,7,5,5,5,9,9,6,7,10,6,7,3,7,4,2,8,51 or more,Female,86
11/1/2016,5,2,10,4,10,6,1,2,5,4,2,6,3,8,5,0,5,10,2,10,51 or more,Female,86
11/8/2016,3,2,4,3,10,10,6,2,10,3,2,7,2,6,10,1,9,10,3,9,21 to 35,Female,86
11/20/2016,3,3,10,3,10,10,0,3,10,3,3,2,0,6,0,1,10,5,2,10,51 or more,Female,86
11/22/2016,4,2,0,8,4,10,2,5,7,5,8,10,1,5,10,3,8,10,10,4,51 or more,Female,86
11/28/2016,3,1,7,5,5,10,3,3,7,6,4,2,4,6,0,0,9,10,1,2,21 to 35,Male,86
12/2/2016,5,3,5,10,4,10,3,4,5,7,1,7,5,5,0,2,6,10,1,3,Less than 20,Female,86
12/5/2016,3,4,9,4,9,6,4,5,8,8,6,8,0,7,0,7,6,3,2,9,51 or more,Female,86
12/5/2016,5,3,3,10,4,4,3,2,7,4,4,4,5,6,0,4,10,10,2,10,51 or more,Female,86
12/6/2016,4,1,10,4,4,2,6,5,10,2,2,1,10,8,0,5,7,6,1,10,36 to 50,Female,86
12/7/2016,3,3,8,4,4,8,0,5,8,8,10,4,2,7,1,3,10,9,0,3,36 to 50,Female,86
12/8/2016,5,4,10,3,8,7,4,4,6,4,3,7,7,6,2,3,8,6,3,4,36 to 50,Female,86
12/23/2016,2,4,6,7,3,10,4,1,9,8,4,10,3,8,2,2,5,5,3,6,21 to 35,Female,86
1/29/2017,0,1,2,2,10,1,10,0,10,10,5,5,2,10,5,7,10,7,5,10,Less than 20,Male,86
1/30/2017,2,3,7,9,6,10,4,5,5,7,3,6,3,7,3,2,6,5,3,6,21 to 35,Female,86
1/30/2017,3,3,7,5,3,10,3,3,6,5,5,7,7,6,0,4,5,6,2,10,36 to 50,Female,86
2/18/2017,5,1,3,9,10,5,3,4,7,8,1,3,1,7,2,2,6,9,2,8,21 to 35,Female,86
2/23/2017,4,3,1,5,8,5,9,2,6,7,5,9,9,1,2,7,8,5,7,7,Less than 20,Female,86
3/4/2017,2,3,10,6,3,10,1,1,6,8,4,6,10,8,0,2,5,2,8,1,36 to 50,Female,86
4/7/2017,5,3,5,9,10,8,3,3,9,3,2,6,3,6,4,2,9,5,3,6,21 to 35,Male,86
4/23/2017,3,2,3,5,2,6,5,4,7,8,2,5,6,7,1,0,10,4,7,5,51 or more,Female,86
5/11/2017,5,4,8,4,3,10,1,1,10,9,5,8,0,6,0,1,8,5,2,6,36 to 50,Female,86
5/15/2017,1,0,9,4,4,9,9,0,5,8,3,10,5,8,9,2,5,6,2,9,21 to 35,Male,86
5/24/2017,5,2,5,4,5,10,2,3,10,3,6,5,0,8,0,4,8,7,1,10,36 to 50,Female,86
5/24/2017,5,4,10,8,10,4,5,5,8,7,0,4,0,6,0,0,6,10,0,2,21 to 35,Female,86
6/6/2017,3,1,4,3,7,6,5,5,8,5,4,5,2,9,0,0,5,3,5,8,36 to 50,Female,86
6/8/2017,4,3,3,2,7,5,5,3,8,5,9,10,3,6,4,8,8,10,5,8,21 to 35,Male,86
6/22/2017,5,3,3,5,6,7,1,2,8,7,1,8,10,6,0,7,8,10,1,8,51 or more,Male,86
6/27/2017,5,1,10,2,3,1,5,0,6,2,2,10,5,8,0,0,7,1,10,10,21 to 35,Male,86
6/28/2017,5,2,7,3,5,10,4,5,6,6,2,6,0,7,0,1,5,5,5,8,21 to 35,Female,86
7/15/2017,3,3,1,5,2,0,3,0,9,7,5,6,10,7,0,0,10,7,4,10,51 or more,Female,86
7/20/2017,2,1,1,3,6,10,2,5,9,10,3,1,5,8,0,0,5,9,1,7,36 to 50,Female,86
7/23/2017,3,3,6,5,3,4,7,1,9,5,6,6,3,8,0,1,10,5,3,6,51 or more,Female,86
8/17/2017,5,4,6,9,6,6,3,4,9,8,2,6,0,8,0,3,8,3,4,6,36 to 50,Female,86
8/24/2017,2,1,7,3,10,5,7,5,7,8,6,1,5,7,10,1,9,5,1,10,21 to 35,Male,86
8/29/2017,5,2,10,10,10,6,1,5,6,0,0,6,0,6,0,1,8,4,2,10,51 or more,Female,86
8/31/2017,4,5,6,5,9,10,3,2,6,7,6,5,5,8,2,5,10,8,0,4,36 to 50,Female,86
9/7/2017,2,2,2,8,7,5,1,2,9,5,2,10,6,7,0,0,7,2,3,10,51 or more,Male,86
9/12/2017,3,3,1,10,8,6,5,3,10,8,2,5,5,7,10,1,8,10,4,5,36 to 50,Male,86
9/22/2017,5,2,4,5,3,5,6,0,8,10,8,3,4,9,0,3,5,2,4,10,21 to 35,Female,86
9/28/2017,3,3,2,8,8,6,6,3,7,8,6,4,6,9,10,3,9,5,4,8,51 or more,Female,86
9/28/2017,5,2,1,7,5,10,10,5,5,2,0,6,2,8,0,3,6,10,1,8,36 to 50,Male,86
9/29/2017,3,1,7,10,0,10,2,5,7,4,6,5,1,7,0,3,10,10,0,3,Less than 20,Male,86
10/3/2017,4,3,10,7,4,7,5,2,5,7,1,8,1,7,1,8,9,10,1,10,36 to 50,Female,86
10/4/2017,5,2,3,5,6,6,5,5,8,7,3,6,3,7,5,2,7,5,4,10,21 to 35,Male,86
10/4/2017,4,3,10,5,9,6,8,5,8,2,0,7,1,8,10,3,10,10,6,3,36 to 50,Female,86
10/16/2017,5,3,6,6,10,10,3,1,8,8,4,7,2,6,3,1,5,7,1,4,21 to 35,Female,86
10/23/2017,5,2,10,3,5,10,0,3,7,10,1,6,1,8,0,0,8,0,1,10,51 or more,Female,86
10/27/2017,2,1,2,8,10,5,2,5,8,5,1,2,3,8,0,0,10,4,2,10,51 or more,Female,86
10/28/2017,1,1,3,4,10,10,4,1,8,8,4,6,8,5,10,3,9,7,2,10,21 to 35,Female,86
10/30/2017,3,4,1,5,2,7,5,3,8,10,1,5,10,7,0,5,7,10,1,10,51 or more,Male,86
10/30/2017,3,1,10,5,3,10,3,2,9,4,4,8,2,6,0,1,7,7,1,4,21 to 35,Male,86
11/1/2017,1,1,3,10,3,10,6,0,9,7,2,10,3,8,1,4,8,7,1,4,21 to 35,Female,86
11/2/2017,2,2,6,5,0,5,5,1,5,6,3,10,7,8,0,2,8,10,6,3,21 to 35,Male,86
11/3/2017,3,3,4,2,10,10,4,5,5,9,4,4,3,8,0,10,10,6,8,4,36 to 50,Female,86
11/12/2017,3,3,6,2,4,4,2,2,5,8,6,10,5,7,0,2,6,8,3,10,51 or more,Female,86
11/28/2017,3,0,3,4,7,7,2,5,7,5,2,10,4,6,0,5,6,10,2,8,51 or more,Female,86
11/28/2017,4,0,6,5,4,4,5,4,6,6,1,7,1,8,0,2,10,3,5,9,51 or more,Male,86
11/28/2017,2,3,3,7,7,7,4,5,7,7,2,7,5,6,0,2,7,4,3,8,36 to 50,Female,86
12/13/2017,3,3,7,10,3,5,4,5,10,8,3,8,3,7,3,3,6,3,4,6,21 to 35,Female,86
12/18/2017,3,3,8,5,8,7,5,5,5,6,4,5,2,7,4,4,8,6,3,10,21 to 35,Female,86
12/26/2017,5,4,3,10,6,10,5,5,10,3,5,6,3,4,3,5,10,5,1,7,21 to 35,Female,86
1/22/2018,4,2,10,5,3,7,2,3,6,7,5,4,2,8,0,1,5,6,8,4,21 to 35,Female,86
1/25/2018,3,1,10,3,1,10,3,0,8,5,10,8,1,7,0,0,6,3,4,5,36 to 50,Female,86
1/31/2018,2,2,5,5,8,10,5,5,5,4,4,5,3,8,0,2,9,5,2,5,21 to 35,Female,86
2/5/2018,2,3,10,10,2,4,7,5,10,5,5,2,1,7,0,2,5,10,1,5,21 to 35,Male,86
2/6/2018,1,2,3,7,2,5,6,4,7,7,4,3,10,7,0,1,10,5,3,5,21 to 35,Male,86
2/10/2018,3,2,6,10,3,10,5,0,10,3,3,10,2,7,0,10,10,4,2,10,36 to 50,Male,86
2/13/2018,2,4,5,5,5,4,7,5,8,5,4,10,0,6,0,2,10,4,4,8,51 or more,Female,86
2/22/2018,5,3,5,5,10,3,5,5,9,2,5,7,3,7,1,5,7,8,4,5,51 or more,Female,86
3/17/2018,2,4,10,5,6,5,5,5,7,7,3,6,5,7,10,3,7,10,3,10,21 to 35,Male,86
4/15/2018,0,3,6,2,2,10,1,1,9,9,2,6,2,10,0,2,7,10,4,10,51 or more,Female,86
5/29/2018,2,0,6,4,7,7,3,5,10,9,2,5,3,9,10,3,10,5,3,9,36 to 50,Female,86
5/29/2018,4,2,5,3,10,3,1,2,5,7,3,6,10,8,2,3,7,4,8,7,36 to 50,Female,86
5/30/2018,4,3,4,8,6,7,5,5,6,5,2,10,3,6,2,5,10,6,5,4,36 to 50,Female,86
5/30/2018,3,2,2,6,1,10,3,4,5,7,2,5,10,6,0,1,7,10,2,6,51 or more,Male,86
5/30/2018,4,4,7,6,5,6,2,5,5,5,3,6,10,8,0,7,7,10,0,8,51 or more,Male,86
5/31/2018,5,4,7,6,10,10,2,5,5,3,1,2,1,7,1,3,9,10,2,9,36 to 50,Male,86
6/20/2018,5,3,10,6,8,10,3,1,5,1,2,10,5,6,0,6,6,10,5,2,21 to 35,Female,86
6/30/2018,2,1,7,4,10,4,4,4,9,6,3,10,4,7,0,7,10,5,2,3,36 to 50,Female,86
7/6/2018,2,2,10,10,4,10,4,3,9,4,1,8,2,7,0,1,5,7,0,3,21 to 35,Female,86
7/21/2018,4,3,10,7,5,5,1,2,5,8,2,8,2,7,0,1,5,5,4,10,51 or more,Female,86
7/22/2018,4,1,10,10,10,3,4,5,7,7,2,1,1,7,0,7,6,5,3,9,21 to 35,Female,86
7/23/2018,5,4,10,4,7,10,10,3,6,6,1,5,2,8,10,2,9,10,1,5,51 or more,Male,86
7/23/2018,4,4,10,6,10,10,3,5,6,8,5,4,2,6,10,5,9,3,10,4,36 to 50,Female,86
7/23/2018,4,1,7,6,3,10,4,2,5,4,4,10,3,8,6,3,7,10,6,3,21 to 35,Female,86
7/23/2018,2,4,5,8,6,10,5,5,5,7,4,5,10,7,0,8,5,5,4,5,36 to 50,Female,86
7/25/2018,1,5,6,7,10,10,8,3,5,2,2,5,7,7,10,5,10,9,4,10,36 to 50,Male,86
7/28/2018,4,2,10,6,3,2,4,5,9,8,3,7,1,7,4,0,7,8,4,4,21 to 35,Female,86
8/4/2018,5,4,10,4,8,7,5,1,10,7,3,6,0,8,7,5,9,9,5,5,36 to 50,Female,86
8/29/2018,5,3,6,5,7,10,4,4,6,7,3,10,3,6,0,1,6,0,5,3,51 or more,Male,86
9/1/2018,5,3,7,2,7,7,8,3,5,7,6,8,5,6,7,6,6,6,6,8,21 to 35,Male,86
9/1/2018,3,5,5,5,5,4,7,4,6,8,5,8,7,6,8,1,6,8,5,8,21 to 35,Female,86
9/3/2018,3,4,3,10,10,10,2,5,5,8,6,1,2,9,0,5,5,10,1,5,36 to 50,Female,86
9/16/2018,5,2,8,5,7,8,3,1,5,7,6,4,8,6,0,1,5,2,3,6,51 or more,Male,86
9/23/2018,4,4,3,5,10,2,2,5,7,8,8,10,2,7,7,3,6,10,1,10,51 or more,Female,86
10/6/2018,2,3,10,10,2,10,6,3,10,1,1,10,1,6,0,2,6,0,3,10,Less than 20,Male,86
10/15/2018,2,2,4,10,10,6,7,3,10,3,1,10,0,7,0,5,6,4,2,8,36 to 50,Female,86
12/13/2018,3,3,3,6,5,7,6,3,8,7,3,10,3,7,2,2,7,3,2,10,21 to 35,Male,86
12/14/2018,2,3,10,3,3,6,4,5,10,5,3,5,2,7,0,3,5,10,2,10,21 to 35,Male,86
12/28/2018 17:15,5,5,10,2,2,10,3,5,9,2,4,10,0,6,10,1,6,10,8,10,51 or more,Male,86
1/6/2019 0:49,5,1,10,10,3,3,5,1,7,8,6,8,10,7,10,1,5,4,1,5,21 to 35,Female,86
1/30/2019 12:29,2,2,7,7,5,6,8,2,5,7,8,6,2,7,10,3,6,7,8,8,21 to 35,Female,86
2/17/2019 18:11,5,5,10,7,6,10,2,1,6,8,2,10,1,8,0,10,10,5,0,10,51 or more,Female,86
2/17/2019 18:11,5,5,10,7,6,10,2,1,10,8,2,10,1,8,0,10,6,5,0,10,51 or more,Female,86
3/31/2019 15:50,3,1,10,5,10,4,4,5,5,6,1,8,0,8,0,7,10,5,3,7,36 to 50,Female,86
4/15/2019 14:31,5,3,4,4,5,5,5,2,6,8,4,10,4,7,7,1,8,4,6,10,21 to 35,Female,86
5/7/2019 21:34,4,3,2,4,6,10,8,2,6,5,1,9,2,7,0,1,5,9,5,5,51 or more,Male,86
5/10/2019 6:12,5,2,2,5,10,5,8,0,6,8,3,2,2,7,0,2,5,10,2,10,21 to 35,Male,86
6/7/2019 7:49,2,2,6,1,6,7,5,2,9,2,7,6,5,8,2,3,8,6,4,9,21 to 35,Female,86
6/30/2019 18:38,5,1,10,1,2,1,1,5,6,0,5,10,0,8,0,3,10,10,6,10,36 to 50,Female,86
7/5/2019 10:47,5,2,10,3,3,3,6,5,8,7,1,7,3,9,0,2,7,4,5,4,21 to 35,Male,86
7/6/2019 12:26,3,4,2,2,9,3,6,5,10,10,0,9,1,8,10,1,9,10,4,10,51 or more,Male,86
7/28/2019 22:07,5,5,10,5,3,10,3,5,10,8,2,8,5,7,5,7,9,3,2,8,36 to 50,Female,86
8/5/2019 6:25,4,2,10,10,6,3,8,2,8,8,2,8,5,7,7,0,6,3,3,2,Less than 20,Male,86
8/5/2019 10:20,1,3,3,10,4,10,7,3,8,7,3,6,4,5,5,2,9,10,2,4,Less than 20,Female,86
8/16/2019 5:30,3,3,8,7,4,6,1,5,7,9,1,2,5,7,1,2,10,6,1,10,51 or more,Male,86
8/23/2019 1:49,5,3,5,4,5,5,5,2,10,7,7,2,2,8,0,2,9,5,2,8,51 or more,Male,86
8/26/2019 11:50,5,2,5,5,4,5,5,5,6,7,2,9,2,7,0,1,5,10,2,5,21 to 35,Female,86
8/31/2019 15:16,3,5,0,9,10,10,2,3,5,10,2,5,10,7,3,5,8,3,10,2,21 to 35,Female,86
9/4/2019 13:18,4,4,4,6,6,10,6,0,7,7,4,3,1,8,1,2,8,9,3,7,Less than 20,Female,86
9/15/2019 17:13,4,4,8,4,10,10,5,5,6,8,1,7,5,7,1,3,5,3,2,4,21 to 35,Male,86
9/17/2019 16:24,1,5,4,10,10,10,3,4,7,7,4,8,2,7,3,5,10,5,1,6,36 to 50,Female,86
9/22/2019 14:13,5,3,6,5,1,10,2,3,5,8,6,5,1,7,3,5,8,10,5,10,36 to 50,Female,86
10/15/2019 14:16,4,0,10,5,7,3,2,3,7,7,1,6,1,8,0,0,7,2,4,9,21 to 35,Female,86
10/16/2019 10:03,2,4,8,3,10,10,5,5,6,5,3,8,4,6,1,4,6,3,4,7,21 to 35,Female,86
10/24/2019 23:05,1,1,6,9,5,3,5,5,7,6,2,5,6,6,1,1,7,10,2,4,Less than 20,Male,86
10/26/2019 12:24,1,3,5,3,7,10,3,3,9,10,2,3,0,7,0,1,6,3,8,10,36 to 50,Female,86
10/29/2019 4:37,5,1,7,7,3,10,2,2,8,7,1,4,4,7,0,2,8,3,2,9,Less than 20,Female,86
11/3/2019 15:53,2,5,3,7,10,10,5,5,7,5,4,5,1,7,3,3,7,10,1,8,36 to 50,Female,86
11/13/2019 8:27,1,4,3,6,5,8,8,1,10,8,7,1,10,6,5,1,6,4,4,8,21 to 35,Male,86
12/5/2019 2:57,3,2,6,4,3,9,3,5,9,5,4,7,2,7,2,2,7,5,3,10,51 or more,Male,86
12/8/2019 10:22,2,1,6,10,5,10,2,2,5,10,2,9,0,8,3,4,9,2,3,9,36 to 50,Female,86
12/20/2019 11:06,3,4,6,9,10,4,3,5,6,4,4,8,5,7,0,5,7,9,1,4,21 to 35,Female,86
12/29/2019 20:41,2,4,1,10,5,2,1,2,10,7,7,10,2,6,0,3,8,2,8,10,21 to 35,Male,86
1/2/2020 22:11,1,3,10,4,6,4,3,5,10,9,5,2,3,7,2,2,7,7,3,7,21 to 35,Female,86
1/2/2020 22:28,2,4,6,10,6,10,4,2,5,5,5,10,1,8,0,2,8,0,3,7,Less than 20,Female,86
1/13/2020 12:00,5,1,10,6,3,3,2,5,6,4,2,10,3,8,0,0,7,8,3,2,51 or more,Female,86
2/3/2020 11:26,2,0,10,5,1,10,2,1,6,9,3,1,1,8,0,0,8,10,2,7,21 to 35,Female,86
2/20/2020 12:42,2,2,10,4,2,10,4,1,7,7,8,5,10,8,9,1,6,4,7,3,21 to 35,Female,86
2/23/2020 12:53,3,4,6,10,8,8,4,2,6,6,6,4,10,5,5,3,5,4,6,5,21 to 35,Female,86
2/24/2020 22:17,3,1,1,10,7,6,2,5,10,9,4,4,1,9,0,1,6,3,1,7,51 or more,Female,86
2/26/2020 16:15,3,4,10,9,10,5,5,5,9,10,2,5,0,5,0,3,7,2,3,3,51 or more,Female,86
3/16/2020 20:32,3,3,10,5,3,10,5,1,5,2,3,10,4,8,0,0,5,7,3,5,Less than 20,Male,86
3/17/2020 23:45,4,4,2,10,8,10,8,3,5,7,6,7,4,7,10,3,9,7,3,3,Less than 20,Male,86
4/4/2020 15:17,3,1,10,6,10,3,5,3,10,6,3,1,1,7,0,0,5,3,1,10,21 to 35,Female,86
4/4/2020 17:43,2,2,10,8,3,7,3,5,7,8,1,5,5,8,5,2,8,5,0,10,51 or more,Female,86
4/10/2020 9:03,1,2,10,4,2,10,4,0,9,7,2,5,6,8,0,1,7,5,4,5,Less than 20,Female,86
4/13/2020 10:56,2,5,4,4,10,10,10,5,5,7,3,1,5,6,5,5,8,10,1,10,51 or more,Female,86
4/13/2020 21:52,4,3,2,1,4,10,1,2,10,7,6,9,1,5,0,3,9,10,1,10,51 or more,Male,86
4/15/2020 12:00,2,1,3,3,3,5,2,2,9,7,6,8,8,7,0,0,7,4,3,8,Less than 20,Male,86
4/16/2020 0:41,2,1,8,10,6,4,5,2,9,3,2,2,2,9,1,2,9,6,1,10,21 to 35,Male,86
4/18/2020 6:40,5,1,10,5,4,4,5,1,5,6,5,5,3,9,0,2,7,4,1,10,21 to 35,Female,86
4/28/2020 5:05,1,1,4,9,8,7,6,4,5,4,4,5,2,8,3,4,8,9,3,7,21 to 35,Female,86
5/1/2020 15:09,3,2,6,4,10,4,3,5,10,6,2,8,2,6,0,2,10,4,1,6,21 to 35,Female,86
5/10/2020 22:02,3,0,5,5,9,10,10,4,9,8,1,1,7,7,10,10,7,10,0,10,Less than 20,Female,86
5/15/2020 22:46,3,3,4,5,5,9,6,5,6,8,3,5,3,8,0,5,10,3,4,7,36 to 50,Female,86
5/31/2020 15:40,2,4,10,8,7,7,7,1,6,5,3,7,5,8,10,3,10,5,2,10,Less than 20,Female,86
6/1/2020 23:18,2,3,4,6,3,10,4,1,8,5,3,7,10,9,3,6,9,10,1,6,Less than 20,Female,86
6/2/2020 18:43,5,2,6,10,3,4,6,1,7,7,3,3,5,8,0,6,10,4,2,10,51 or more,Male,86
6/9/2020 1:22,2,4,10,7,4,8,5,3,6,7,3,6,1,7,0,2,7,4,2,10,21 to 35,Female,86
6/9/2020 17:03,3,4,2,3,9,2,7,4,7,10,8,10,8,8,9,8,8,7,7,4,Less than 20,Female,86
6/23/2020 21:54,3,0,4,7,7,8,0,2,8,4,5,10,0,8,4,0,10,2,3,9,21 to 35,Female,86
6/27/2020 8:28,5,2,7,4,7,4,3,4,5,8,4,3,3,8,0,0,6,7,2,8,51 or more,Female,86
6/28/2020 9:24,5,5,5,4,10,4,6,5,7,7,10,2,1,4,0,10,10,10,10,1,21 to 35,Female,86
7/13/2020 23:09,4,5,10,10,10,5,3,5,9,2,2,3,0,5,0,7,9,5,6,10,36 to 50,Female,86
7/20/2020 22:03,5,2,4,4,10,10,3,5,9,3,2,7,1,6,5,1,10,4,3,8,51 or more,Female,86
7/25/2020 11:04,3,1,8,7,5,8,5,2,6,7,4,8,2,8,10,2,6,10,2,8,36 to 50,Male,86
7/25/2020 22:11,3,2,10,5,10,5,4,4,8,8,3,5,10,8,10,3,5,3,3,7,Less than 20,Female,86
8/22/2020 22:03,4,3,6,7,1,5,5,3,10,5,1,10,1,8,0,0,6,6,1,10,36 to 50,Female,86
8/31/2020 16:04,3,3,3,8,5,9,6,3,5,6,4,4,7,6,4,3,10,6,3,8,36 to 50,Female,86
9/17/2020 4:34,5,3,1,5,10,2,2,5,7,7,0,6,1,7,0,2,10,10,8,5,21 to 35,Female,86
9/18/2020 4:30,5,3,7,8,10,4,2,5,7,10,2,4,0,8,0,3,5,3,2,10,21 to 35,Female,86
9/20/2020 8:23,5,3,3,6,10,10,5,2,10,7,5,10,2,7,10,2,6,4,5,4,21 to 35,Female,86
9/29/2020 4:39,3,5,5,10,10,7,0,5,10,0,3,4,4,6,0,6,10,7,10,3,36 to 50,Female,86
10/2/2020 10:34,2,2,4,9,10,2,5,5,7,7,6,3,3,6,8,1,7,8,5,8,51 or more,Male,86
10/9/2020 8:22,3,4,6,6,5,5,5,3,5,5,4,7,7,6,3,4,9,7,6,8,Less than 20,Female,86
10/12/2020 8:46,3,4,3,6,10,10,2,5,8,5,2,10,0,7,10,2,10,10,4,7,36 to 50,Female,86
11/16/2020 5:19,5,3,4,7,6,10,5,3,7,1,7,9,3,6,2,6,9,7,3,5,Less than 20,Female,86
11/18/2020 8:02,3,3,7,10,9,10,3,1,5,8,5,7,0,6,4,3,8,3,2,9,Less than 20,Female,86
11/19/2020 13:54,3,1,10,9,3,3,5,3,10,5,2,3,10,10,0,2,6,3,2,2,Less than 20,Male,86
12/1/2020 8:38,3,1,10,10,3,3,2,4,6,6,3,8,5,7,0,6,9,2,4,8,21 to 35,Female,86
12/16/2020 22:17,1,4,2,1,10,10,3,3,9,7,3,6,4,8,0,1,6,10,3,5,36 to 50,Female,86
12/21/2020 11:50,2,3,6,10,3,10,5,1,8,5,5,3,3,6,0,3,9,10,2,4,36 to 50,Male,86
12/22/2020 5:46,2,3,5,8,8,8,6,2,7,6,6,1,5,8,4,4,10,5,6,4,21 to 35,Female,86
12/29/2020 8:51,2,5,2,3,9,4,2,4,5,7,9,8,10,6,8,1,5,10,7,7,21 to 35,Female,86
2/27/2021 22:16,1,2,2,8,10,10,4,5,10,9,1,10,1,8,0,5,8,4,1,1,21 to 35,Female,86
3/4/2021 5:31,3,2,5,5,5,10,4,3,6,5,5,1,5,8,0,0,8,5,5,5,36 to 50,Female,86
3/5/2021 3:06,3,4,10,4,7,10,3,5,5,6,2,8,3,7,0,1,7,5,2,4,21 to 35,Female,86
7/13/2015,2,4,6,10,5,5,6,4,5,6,1,7,10,6,0,3,5,1,3,10,36 to 50,Female,85
8/3/2015,4,1,8,9,3,4,6,4,6,6,2,4,2,9,0,1,7,6,3,4,21 to 35,Female,85
8/5/2015,2,1,4,2,10,2,2,2,9,9,2,5,1,8,0,2,10,5,5,10,36 to 50,Female,85
8/6/2015,5,1,8,10,6,10,2,0,8,3,6,5,0,6,5,0,10,5,0,7,51 or more,Female,85
8/8/2015,3,5,5,2,10,10,5,5,6,7,3,5,0,5,0,4,7,10,1,10,36 to 50,Male,85
8/10/2015,4,3,8,5,10,7,5,2,7,9,4,7,5,5,7,3,6,10,1,3,21 to 35,Female,85
8/20/2015,3,1,10,9,9,5,4,5,6,8,1,2,3,8,0,2,6,2,2,5,21 to 35,Female,85
8/21/2015,4,1,3,6,1,10,2,1,10,8,2,6,6,9,0,1,5,2,3,9,36 to 50,Female,85
8/24/2015,5,2,7,10,4,10,3,3,7,6,2,8,2,8,1,2,5,4,3,3,21 to 35,Female,85
8/24/2015,2,3,5,10,10,7,3,4,7,4,2,10,4,7,0,1,5,2,1,6,36 to 50,Female,85
8/31/2015,1,5,10,5,5,2,6,4,7,5,6,10,3,6,4,3,10,5,3,9,21 to 35,Male,85
9/8/2015,4,1,4,9,4,7,4,1,8,2,1,3,2,8,0,0,5,5,9,10,36 to 50,Female,85
9/8/2015,4,1,8,5,4,4,4,4,8,4,2,3,2,8,0,1,9,5,3,10,51 or more,Male,85
9/8/2015,1,3,10,9,5,4,5,1,7,6,4,2,10,8,3,3,7,5,8,2,51 or more,Female,85
9/10/2015,4,4,3,6,6,10,4,5,8,7,3,1,10,7,0,7,5,10,2,5,51 or more,Male,85
9/15/2015,2,3,9,5,7,10,5,1,8,2,4,7,3,8,0,8,8,10,2,5,Less than 20,Male,85
9/21/2015,1,2,6,7,6,5,3,1,10,3,6,7,7,7,0,1,6,3,1,9,21 to 35,Male,85
9/30/2015,5,1,4,10,5,10,0,0,10,9,3,3,5,8,0,2,8,0,1,7,36 to 50,Female,85
10/4/2015,4,3,3,10,10,4,3,3,6,7,2,7,4,9,0,1,6,5,1,5,51 or more,Female,85
10/4/2015,1,5,8,8,10,10,2,2,9,6,2,7,4,9,0,0,6,4,0,2,51 or more,Female,85
10/15/2015,2,3,3,7,8,7,4,4,8,5,4,7,4,7,4,3,6,5,4,10,21 to 35,Male,85
10/16/2015,4,2,10,3,5,8,2,1,5,7,4,6,1,7,0,2,9,4,6,7,21 to 35,Female,85
10/20/2015,1,2,5,4,2,3,2,3,9,9,6,4,10,8,5,0,7,5,6,8,21 to 35,Male,85
11/3/2015,1,2,7,5,10,10,7,3,9,7,7,1,5,6,7,2,5,7,1,5,36 to 50,Female,85
11/8/2015,2,1,0,4,5,10,5,1,10,5,5,2,5,6,2,1,10,6,7,6,36 to 50,Male,85
11/17/2015,4,2,3,6,10,10,6,3,5,5,3,4,8,7,4,4,8,3,5,5,Less than 20,Female,85
11/24/2015,5,1,7,2,0,3,0,5,10,3,8,10,2,8,0,1,10,0,4,10,36 to 50,Male,85
11/30/2015,3,4,10,4,4,2,2,5,8,5,1,5,10,7,0,0,8,10,0,5,51 or more,Female,85
12/14/2015,1,1,3,4,10,7,7,3,6,9,3,1,3,8,0,3,8,4,7,5,36 to 50,Female,85
12/19/2015,5,2,5,7,10,6,3,0,5,8,2,7,2,9,0,0,5,1,2,10,21 to 35,Male,85
